review,hours,votes,sentiment
bad,26.1,0,0
Follow on Twitch : MamaSaurus89,55.3,1,1
"You just aim for the head and the ting goes skrrrahh, pap, pap, ka-ka-ka, Skidiki-pap-pap, and a pu-pu-pudrrrr-boom, Skya, du-du-ku-ku-dun-dun, Poom, poom.",608.9,0,1
"MW(2019) > MW2(2022) > FORTNITE > MW3(2023) Loved all the original MW games since 2007. The MW 2019 was a breath of fresh air I thought it could only escalate from there. I was wrong, the games got worse and worse. Every game they buffed player health more and more. Now you're lucky to get 3 kills with a single 30 round mag. MW 2019 was golden then they nerfed movement and ads times and quickscope. Basically everything that made cod fun once before is now gone. MW3 2023 was a $70 piece of ♥♥♥♥ expansion with ♥♥♥♥♥♥ weapons that still outclass majority of the MW2 weapons. DO NOT BUY THIS GAME IF YOU LOVED MW1 2019. If you liked MW2 2022 a lot, this will be hit or miss for you.",532.5,0,0
"So.. I have over 460 hours played and still enjoy the gameplay as a casual, brainless distraction after work, despite all the cash-grab tricks they do. The negative is for the absolutely RIDICULOUS decision to force players of MW2 to first: download the entire MW3, even if they haven't bought it, and second, even more infuriating: add a new launcher ONLY TO SHOOT IT DOWN AND START THE ACTUAL GAME. Most of the times you need actually open the launcher 3 times to be able to choose the game mode you like. I cannot even imagine what is standing behind this decision (apart from obviously hitting you in the face with the MW3 ads every time you want to play the game you own, but this works exactly opposite)",462.4,0,0
Zombies is excellent!,50.8,0,1
very nice game but warzone 1 still better,57.9,0,1
"From all of the games that I've played, this game is a dumpster fire. Waste of money, time, and memory space.",37.8,0,0
"♥♥♥♥ Activision with their 3000 developer ♥♥♥♥♥♥♥♥. A classroom full of kindergartners could make a far better, more interactive, more optimized game than this dumpster fire. I just wished someone could just fire a super explosive deathray at Activision headquarters. PLEASE FOR THE LOVE OF GOD STOP SUPPORTING THEM BY BUYING THEIR NEW GAMES.",180.9,0,0
"Games a £70 DLC and the CONSTANT shadow bans are still there, just been hit for 2nd time in 2 weeks when i've never been shadowbanned before. would 10000% refund it if it was possible but with over 2 days played on the annual camo grind that's not possible... please don't buy this.",797.5,0,0
Im Done. Never touching this trash again.,52.4,0,0
cant play campaign offline,32.9,0,0
best game,676.7,0,1
servers are washed blud,110.8,0,0
zambiessss,32.2,0,1
This is a negative review to collect some steam points.,530.6,0,0
poo poo,29.0,0,0
Я считаю игра заслуживает подзатыльника,10.6,1,1
Like it.,217.8,0,1
♥♥♥♥ game but dear god is it fun when you don't take it too seriously with friends,345.1,0,1
best one yet,108.7,0,1
all the old school map remastered,13.9,0,1
fun,6.3,0,1
THERE'S SO MANY HACKERS,6.5,0,1
Fun,77.1,0,1
Game is glitchy. somewhat laggy. and now im stuck validating the game and i cant play on my time off.,21.3,1,0
nice game,4.6,0,1
fun dlc,23.4,0,1
"Very good game as long as it doesn't crash. If it does crash, heres what you need to do. Verify the integrity of the game files. If it is missing 67 game files like other people are missing then the best thing to do is uninstall COD, re-install it and then verify the integrity of the game files. If there are no missing files then you're probably good to start playing. If there is a different problem related to crashes then i recommend asking somebody else for help because i'm writing this from my own experience. Have a good day and enjoy the game :)",12.0,0,1
spawns dont feel right and neither does the mouse input. you have to report a cheater almost every game. and the zombies gets stale having to extract every 30 min. it takes so long to gear up that its hard to do anything in the lvl 3 zone. the gunplay is fun tho.,67.1,1,0
"Worst COD ever made every game is a sweat fest, skill based matchmaking means you cant relax and enjoy the game. The monetisation has also killed it for me",64.6,2,0
its just fine. just a reskin but not worth 70$,182.4,0,1
great game if you're bored,12.2,0,1
"MW3 deserves more love, SHG are a great team and they're doing an amazing job",259.3,0,1
Mw3 campaign is horrible. Multiplayer is ok better than Mw2 but still a lot of tent setters.,219.1,0,0
"Like the new zombies game mode and some of the classic games, still classic cod so not the best of games....",448.9,0,1
It is crazy,22.8,0,1
Campaign is outright ♥♥♥♥♥♥♥ but the multiplayer is too good sledgehammer games is putting a lot of work into it with community feedback <3 GG sledgehammer games.,77.3,0,1
"Warzone is ok, but MWII and MWIII are both over 75$. Like where am I going to get that money for a digital game.",123.7,0,0
"Price is absolutely insane and is 100% a cash grab. However, all of the OG MW2 maps are back, and the gameplay is extremely smooth and I've personally been having a lot of fun on COD for the first time in many years. For me in the long run the price is worth it, but this is what MW2 should have been.",12.9,0,1
😂😂😂👨‍🦽💀❤️🥳🥳🥳 وَإِن تُبْدُوا۟ مَا فِىٓ أَنفُسِكُمْ أَوْ تُخْفُوهُ يُحَاسِبْكُم بِهِ ٱللَّهُ فَيَغْفِرُ لِمَن يَشَآءُ وَيُعَذِّبُ مَن يَشَآءُ وَٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,3.0,0,1
server issues make it unplayable and large update sizes are frowned upon,25.7,0,0
best game,20.9,0,1
its fun!,13.7,0,1
fingers,530.1,0,1
Multiplayer is very fun.,32.2,0,1
.,57.4,0,1
"Good DLC if you wash your account every few games, unless you want to compete in CDL to rank up your gun.",65.0,0,1
idk,52.0,0,1
"Product received for free Multiplayer is so unbalanced, Zombies is boring, and the singleplayer is basically the same as any other cod.",4.0,0,0
Straight ass. Not like old COD. Zombies was looking forward to. Ass. Also you play Warzone you wont get a refund,17.3,0,0
"Nostalgia, quick action, smooth gameplay, delicious FPS overall.",18.1,0,1
game,49.4,0,1
It's broken all the time.,19.7,0,0
you will never get my money baby killers,13.6,3,0
ok,2.9,0,1
much fun,41.0,0,1
f000ckk you Activison,62.8,0,0
great game,0.7,0,1
"MW3 feels like an expansion rather than a new game. The short, thrown together campaign is the worst in the series. The multiplayer's gameplay feels improved from MW2 but it feels way more chaotic and hard compared to MWI and MW2. MWZ is loads of fun and although it is DMZ with zombies, it has potential to be excellent with even more updates. I recommend this if you like CoD Multiplayer and for the fun Zombies mode. Get it at a steep sale price though.",670.7,0,1
This game is so trash for a large developer. So many bugs on release not to mention that you cant play with friends and its a mission in itself to figure out how to play with friends because the game is so broken. The spawns dont work at all you literally spawn in front of other players and they spawn people right behind you. Not to mention everyone just camps and cheats in the game plus there are so many guns that need to be nerfed. This game is straight trash call of duty is dead im never buying another one. Plus the zombies mode is garbage its not balanced at all and just flat out sucks. Zombies can you hit you from 20 meters away it makes zero sense. You also can only go in with a party of 3 dumb af.,76.9,0,0
"Honestly, this game sucks. You are permanently slowed in multiplayer because every grenade, explosive, or some bullet has slowing abilities. It is extremely frustrating. We can then go to spawns... more than half the maps are from a game 10 years ago, you know what still sucks? The spawns. I have spawned with my gun facing the back of an enemy 10 feet away dozens of times, and the same has happened with them spawning behind me. If you're playing on M&KB just forget it. The controller users will win most gun fights because their gun follows your head. So prepare to spend hours practicing your aiming so you can have fun and not lose every gunfight. Oh, if you want to have fun for multiple games in a row, DO NOT HAVE A GOOD GAME AND POP OFF! If you pop off, your next 3+ games will bump your SBMM so high it feels like you're playing a different game. Lastly, if you have friends with a higher SBMM, forget having fun. You won't. The game really sucks. There are plenty of better FPS games out there, made by smaller companies.",11.8,1,0
opitusnyerujsaDsa,13.9,0,1
i love 70$ DLCs,145.8,0,0
♥♥♥♥ game womp womp get good activision bring back treyarch,25.8,0,0
"Product received for free Multiplayer, yes. >:P",6.4,0,1
♥♥♥♥,264.7,0,0
Just a bad game all round.,45.4,0,0
What's up with this? Why do I have to install before being able to view MW2?,2.3,0,0
"Theirs so much to say about this game. The spawns are broken you'll literately spawn behind the person that just killed you and vice versa, Cant play with friends unless you find a workaround to fix the broken social system, everyone is camping and they brought back none of the good mechanics from the original MW2. Only thing good about this game is the maps.",60.7,0,0
its fun to play but has a problem with wanting to load on pc idk why but i got to do a file integrity check every time i try to load it,122.0,0,1
mw3 better than 2,199.3,0,1
good game,11.4,0,1
Multiplayer is good! Zombies not so much! Campaign short af.,193.9,0,1
great game,8.3,0,1
"lets start this. I really enjoyed MW2 but since the release of MW3 which i bought i have not enjoyed it the new COD HQ thing is a mess and having ""2"" games on the same launcher is a mess. MW3 is a dlc and thats all it will be. MW3 for me is not enjoyable at all i cant even describe how much i hate it, there is that much wrong with it. surely i could go into a massive rant about everything wrong with it. The fact that activision pushed this mess of a game instead of allowing infinity ward to continue anything else is appalling (i heard infinity ward talked about making advanced warfare 2 which activision said no) but everything aside ♥♥♥♥ this game ──────▄▌▐▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▌ ───▄▄██▌█ BEEP BEEP ▄▄▄▌▐██▌█ +1 Negative Review ███████▌█▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▌ ▀(⊙)▀▀▀▀▀▀▀(⊙)(⊙)▀▀▀▀▀▀▀▀▀▀(⊙)⠀⠀⠀⠀",79.4,0,0
Product received for free its good bbut you shoud have a oker pc,6.8,0,1
TRASH. The only game you get punished for being good at.,25.9,0,0
Avoid like the plaque. I was permanently banned after playing the beta for an hour.,1.0,0,0
It's so fun playing zombies for an hour just for the game to crash and lose everything........ so fun..... even more fun when it happens multiple times in one night..... millions of dollars this game makes you'd think they'd be able to code something so it knows I didn't rage quit.,231.5,0,0
yuh,22.7,0,1
good,17.3,0,1
Great for new comers...(New to MW Series) like myself.,102.7,0,1
Yall trippin on foenem mw3 hard af niccas jus love to complain,8.1,0,1
"Good game, nice gameplay and mods!",54.6,0,1
cash grab good luck yall.,0.1,4,0
Meow! ／＞ フ | _ _ l ／` ミ＿xノ / | / ヽ ﾉ │ | | | ／￣| | | | | (￣ヽ＿_ヽ_)__) ＼二つ,217.4,2,0
good,72.0,0,1
Not worth it.After MF3 and this new menu that starts all variations of the game it has become buggy and you need 5mins just to start your game.Better to get other FPS game even the seasonal pass isnt really worth it only for the OP weapons in it.,71.9,2,0
"If you like sitting through 10 minutes of forced cutscenes that just tell you who made the stupid game, only for you to have to restart the game because they don't know how to update a game without restarting, then this game is for you.",55.4,1,0
Product received for free Great game a should buy definitely!,3.9,1,1
SBMM ruined call of duty. Don't buy this piece of ♥♥♥♥♥♥♥ cashgrab by activision,113.3,1,0
"yes, we do do a little trolling...",32.8,0,1
this game is bogus,116.0,1,0
straight booty cheeks.,63.8,0,0
playable,7.4,0,1
this is just ♥♥♥♥♥♥♥♥.... I hope at least 30% of players will not buy MW3. have fun!,311.7,1,0
It's CoD. Pros: General game play is solid and not too buggy. Cons: -Visualize and graphics feel blurry all the time no matter what you try to change. It makes it feel like trash and in a fast paced FPS where you need to see enemies that sucks -Movement feels clunky -Kill-streaks are unrewarding and too easy to take down -Feels like a reskin of the last MW game -Seems like most of the dev effort is going towards the BR modes and not normal multiplayer. It's losing what I played CoD for.,72.5,1,0
"Warzone Zombies is different but not trash. Sure, it's worse then Cold war zombies with the free roam maps, slower, and way worse compared to original round based zombies. To be honest, buying this game for zombies was not worth it for me. But maybe some will like the multiplayer. Just not worth 70$ for a DLC.",40.5,0,0
"Please don't buy it , i bought it and regret it $70 DLC Please make diffirents launchers for Warzone 2.0, Modern Warfare II and Modern Warfare III. Just split this games! Call of Duty® HQ - It's terrible and inconvenient Fresh install of the game - Load up game - Game needs to restart to install update - Restart game to be met with inevitable shader preload - Click on Campaign - Game needs to exit and load ""different"" game to play campaign? - New game needs to restart to install update - Restart game to be met with yet another shader pre install This is a ♥♥♥♥♥♥♥ joke right?!? I have 64 mins game time on record and it's literally entirely loading, restarting, and shader preloads.",622.7,1,0
free depression and anger (after playing for few minutes),166.8,0,1
Product received for free best game,615.9,0,1
GG,5.0,0,1
amazing,125.4,0,1
It's not optimized.,17.3,0,0
"Downloaded the game a couple days ago . Randomly decide to play a game 11/24 because im bored of League of legends and Minecraft. Play one Game. Get disconnected just as im getting use to the controll again . Spend the next 2 hours searching for matches only to learn ive been shadow banned. This was my first game , no game modification Valve / Steam / And call of duty anti cheat wouldve caught that. im so frustrated that on thanks giving and black friday weekend im not going to be able to enjoy this game . I'm unable to dispute or talk to anyone so be careful . Their Shadow banned system will ban you whether legitimate or not. I even double checked their ban terms and conditions and i dont meet a single one. What is going on call of duty ? Was it not enough to require my phoen number so i could play your game?",3.0,0,0
"I just wanna be able to play DMZ from home screen, stupid UI/Menu please update.",868.1,0,1
game is garbage,138.1,0,0
makes me depressed,11.2,1,0
lots of fun nostalgic maps Im defiantly enjoying this game,22.4,0,1
This might be the Worst Cod I've ever played... This and Vanguard,16.9,0,0
nice,243.9,0,1
"Negative review is for MW3 primarily but theres some aspects that cross over due to the nature of release. This game shouldnt exist, literally shouldnt legally speaking. There was a clear and cut ""this will be the only entry for a couple of years"" for MW2 and you bastards couldnt keep your word for even a year, you saying that and turning around to release WITHIN A YEAR is a fraudulent marketing tactic and deserves to be seen and judged as such. Activision/Blizzard apparently hadnt failed enough this year with its steam releases so you released a $70 ""new"" game that adds all of a 4 hour campaign... a worse customization system... and (what I presume will be) a mediocre zombies mode. With $70 being the new price for ""AAA"" games its laughably not worth it (hell in my opinion its not worth $20), only reason why people are buying it is either ignorance or brand loyalty or a combination of both (if its through loyalty... please end that loyalty now) which is NOT how this should now or ever work. I hate that Activision was bought by microsoft cause it has reached the point in its life that it needs to work... or die, with the purchase that will not happen and microsoft becomes an even larger monopolistic (which theyve been proven to be in violation of anti trust law before) company that will preserve this garbage till they become no longer sustainable. Problem with not letting something die is you make it a husk of a shell that has no identity/purpose for existence but will be made anyway despite unanimous hatred and vilification just because they have no idea what else to do. The Too Long Didnt Read Abridged Version Is: 70 dollars for this pile of ♥♥♥♥ is 60 dollars too much given the lack of content and problems with its existence.",428.2,0,0
♥♥♥♥♥♥♥♥ game always crashing servers are ♥♥♥♥,279.8,0,0
"Please don't buy it , i bought it and regret it",28.5,3,0
I got perma banned the second I logged in.,0.1,4,0
GOOD,13.8,0,1
"Brings me back to the good ol days, much quicker paced and finally bringing it back to when COD was fun. Personally I didn't enjoy anything after BO2, but if you enjoyed mw2/cod4 this one is for you. P.S. Yeah it does suck it's $70",11.3,0,1
"If you bought MW3, you're the reason they do this ♥♥♥♥. Y'all got me ♥♥♥♥♥♥ up if you think i'm paying $70 for the same game just expanded. These mfs losing their minds and it's just the beginning. Hell, this review is on MW2 store page. I'm sorry it's just Call Of Duty now, smh. Can't even lie, mp looks fun but i can't buy this. This crap needs to stop and it's stopping at MY wallet.",332.8,0,0
"The games broken since they've introduced the cod hc start up. Crashes everytime on first start up for me. Now everyone has to login to mw3 start menu choose mw2 you then get disconnected from there then it connects to mw2 menu to play mw2, so time consuming and frustrating, games frequently crash, so many bugs in game still not fixed. ill play occasionally from now on if i can be bothered with the hassle of actually getting to start a game. games quite fun when it works but its as though mw2 has been purposely broken to get players to buy and move over to the new game mw3. The thing is the new one's (according to the reviews) is total rubbish",1170.6,0,0
nazar omadam bedam,255.2,0,1
amazing game,30.0,0,1
best cod in a min,46.5,0,1
its kind of diffolclut but not that hard to get better at,26.7,0,1
played it for 1 match then uninstalled it and requested a refund. MWII is so much better. Nice job call of duty nice downgrade,14.7,0,0
...,13.5,0,0
Incomplete $70 expansion,32.0,1,0
I like this game,36.0,0,1
"Generally the same poor quality garbage as always. If it wasn't for my friends buying it every year I'd have dropped this series long ago. Awful player skins are in the game, like we have Alucard running around its all sorts of cursed and maps are just ported from the original MW2 with a face job and that's it. This is an lazy overpriced DLC at the full price of an actual game, nothing more. Pick up literally any other game and you'll get more bang for your buck.",101.8,1,0
"If you're reading reviews to make an informed decision on whether you want to buy the game or not, please keep in mind that the CoD community Is up there among the most toxic, impossible communities. No one has their own opinion anymore. They all parrot the things they hear their friends, favorite players, or streamers say in moments of rage when they're not dominating lobbies every time they touch the game. This game really is a $70 DLC. And I understand just as well as anyone, how much it sucks to live in a world where cash is king, and everything is driven by greed. But that's what we've got to work with. If you want to buy the game and play it, DO IT. Stop letting others influence, and decide for you. If the game runs fine, and is populated, then it's interpretation should be unique to the user. This is a negative aspect of Review systems. Everyone has an opinion, but most of those opinions you hear and read today belong to imbeciles.",149.4,1,1
Multi and Zombies are actually pretty good,564.2,0,1
you ♥♥♥♥♥♥ suck,22.1,0,0
I like new mw3 i really love it !,149.7,0,1
assssssssaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,551.3,0,1
its good i like to play shooting games so,4.6,1,1
amazing fast phase games,696.0,0,1
restart launcher simulator,39.2,4,0
basically mw2 original,38.1,0,1
good,16.6,0,1
it is very fun and i think people will like it,21.4,0,1
♥♥♥♥ game i need it to be 30 dollars,1.6,0,1
Lovely game. A lot of peoples didn't like it buy obiously it's okay.,191.2,0,1
yes,40.1,0,1
. .,23.1,0,1
Product received for free Mocni warzone,449.1,0,1
So good game but the anti cheat is ♥♥♥♥,11.4,0,1
valid,14.2,0,1
"MW3? yes, its good, I would recommend MW2? no it isnt good, I wouldn't recommend Warzone just isnt that great atm DMZ is alright but damn is it annoying when you have to fight real players MWZ is incredibly fun, a lot better than DMZ imo",763.9,2,1
"This review will primarily be based around Modern Warfare III, and it's ""Search and Destroy"" game mode. Many of the maps are re-implemented from previous CoD instalments, which sounds cool, however, many of these maps over implement advanced movement and verticality to every surface known to man. You can climb just about everything, from trees, to buildings, to cliffs, to heavy machinery, not to mention all of the new pixel angles and otherwise implemented via the new models, which provides players with near instant spawn peaks, and a million plus angles to worry about while traversing the map. Which in of itself isn't terrible, I can get over it. Although, the real issue comes in when discussing the new equipment item, the ""covert shoes"" which make all movement related sounds literally, and completely silent (even tactical sprinting through bogs of water), removing all audio feedback from the player, making it a near game of luck when turning a corner. Furthermore, due to the inability to hear players, the best strategies revolve sprinting around the map, and if you dare stop, the odds are your enemy hasn't and will find you from any of the 12 sight lines toward your current position, making death frustrating as in many circumstances it is not reasonably possible for a player to clear all sight lines before proceeding, or before being spotted through the use of another sight line and or pixel angle, and or being ran up to from behind by a literally silent opponent wearing an equipment item of which is not particularly fun to obtain. Which brings us to the next topic, the grind. Just about every CoD game has had some serious grinding, which isn't an intrinsically negative aspect. However, for even the process of unlocking just about any item of equipment (equipment referring to any item that provides an impact on the game play experience, for example a weapon) requires a ridiculous amount of silly daily challenges such as getting 2 slide kills while in ""tactical stance"" in 3 separate matches, and at the time of writing, the challenges are bugged most of the time and simply cannot be completed, requiring you to wait another real life day before trying again. Now, the most disappointing part of all, Zombies, it's meh... It's like DMZ from MWII but Zombies, it's not bad, not great. I didn't personally have a great time playing it, so do not expect a classic Zombies experience. In my opinion this is the worst CoD ever released, somehow worse than advanced warfare. I was excited for this game as I thoroughly enjoyed the previous two instalments. Even more so considering the massive improvement between them. This game had immense potential coming from the foundation of MWII however the designers decided to rip up the foundation, and throw away many of the principles and otherwise that made MWII fun, and replace it with so many new ridiculous features, from maps to equipment. 3/10. Buy this game on a heavy sale, or wait for the next CoD.",136.7,0,0
"YouTube™ Video: Old vs New Modern Warfare Makarov Views: 86,043 On a more serious note, I do like this new Makarov, however with the story being 3 hours and his story kind of making no sense on why he is so hellbent on taking control over [ INSERT COUNTRY NAME ]...",66.6,0,0
worst much worst very very much worst..all is money money money and now leave me behind in an empty ghost server...never ever buying it again and this is my last COD...farewell..,251.3,0,0
Imagine paying 70 USD for Warzone tutorial,437.6,1,0
great gameplay in zombies love it 100% reccommend might have a few glitchs but i love it.,64.3,0,1
i love the game,10.7,0,1
MATCHMAKING TAKES FOREVERRRRRRRRRRRRRR,31.1,0,0
old,11.0,0,1
MW2.5,530.7,1,0
.,25.8,0,1
®éáþáme!!!,7.8,0,1
just bad,21.9,0,0
People just like to hate. One of the better cods that last couple years,47.8,1,1
its great,46.5,0,1
Ukraine Simulator,79.1,0,1
"worst user experience in a game ever, just trying to play a quick round is a battle in itself.",43.9,0,0
nice,22.8,0,1
developers problems make this game worst everytime you play,3.4,0,0
"Honestly... MW3 campaign is cool, short, but cool. MP is refreshing and Zombies (DMZ re-skinned) is awesome.",166.5,0,1
i like it f**k yalls reviews,40.5,0,1
"Dear Players, The constant crashes, and occasional BSOD is a feature of the game, everything is WORKING AS INTENDED. Thank You, Not-A-Rep",82.6,0,0
"Graphics are awesome but MP sucks, game itself is bad, lagging compensation is only to benefit whoever has a poor connection and what throws me off is the number of people hacking and no one does anything, report does nothing and seems ok with them. Bullying on game voice chat is also ok for them, reported a few people and next day they back with the bullying. Bought it, tried it and return it (thanks to Steam) .",771.7,0,0
good.,0.3,0,1
Brutal,102.5,0,1
feels good to play a good call of duty game again,17.8,0,1
gvjgvjcgvjcfgj,214.4,0,1
i like this game,778.8,0,1
mw2 is a great game i have had loads of fun playing it now its not a perfict game it has its issues like all games but its still a must play if u have not played it,534.6,0,1
каловдутие,300.8,0,0
the same since BO2,9.5,0,1
"To have the audacity to upscale old maps, write a bit of code in terms of movement, and then call it a game is insane. What did you folks even work on apart from cosmetics? This should have been a 20 euro DLC at most. And to sit there and pretend like it isn't just makes it worse. People aren't stupid.",178.1,0,0
"ridiculous that you can get spam reported and shadowbanned bc of salty console players. this is honestly the saddest excuse of a game that they could give (MW2) and then the audacity to update the game and charge 70 dollars for it. i would only play this with crossplay off as a PC player, because you'll just get reported for being simply better than thumb warriors. Activision needs to add a whitelist for shadowbans because many people on PC have reported being numerous shadowbans on their account.",112.5,0,0
Simply said: ♥♥♥♥,8.1,0,0
do not buy this horrible excuse of a game zombies is awful camp is awful and multiplayer has been the same for 7 years,79.5,1,0
mid,44.3,0,1
Trash launcher,104.2,0,0
i gave 70$ for this dlc of modern warfare 2022 yall can have some brains adn wait till next black ops,30.9,0,1
"I'd say the only ""redeeming"" quality of this years game is literally Outbreak. everything else is self explanatory as to why everyone isn't very happy with it and for valid reason.",25.0,0,0
Bad.,565.5,0,0
Nice :),0.7,0,1
"Movement is much better compared to it's predecessor, but that doesn't excuse this game costing $70 for basically a reskin and expansion of MW2. They turned zombies into Warzone and lost everything that was special to this gamemode. Campaign is a disappointment and obviously rushed in development. NOT EVERY MODE HAS TO BE LIKE WARZONE.",10.9,0,0
"Absolute garbage company with bass-ackwards game design sensibilities. 2019 was an absolutely fantastic game. But today, if the SBMM on 20 red bulls doesn't get you, the shadow ban will. And they want $70 for a glorified dlc.",131.2,0,0
epic war ♥♥♥♥ yes lads!,9.4,0,1
This game is awesome,86.1,0,1
­,24.4,1,0
"cod is cod, if oyu dont play with this game EVERY DAY then its gonna be frustrating",30.3,0,1
MW3 is like smelling your own farts. How you feel about that is up to you...,122.9,0,1
ظك,306.1,0,1
MW2 is good.... MW3 .... not so much,905.6,0,1
g,32.9,0,1
fun to play and competitive,178.1,0,1
ass aasss ass ass assa,3.4,1,0
Nice game.,104.5,0,1
♥♥♥♥ SBMM!,33.9,0,0
Product received for free brazy,177.2,0,1
MWZ the Experience 1. Load in 2. Get gear 3. Exfil 4. Repeat 5. Do 4 or 5 runs 6. Crash or lag out lose all your ♥♥♥♥ 7. Repeat from step 1 10/10 game,802.1,1,0
Game is good but my mate has another Chromosom so its very difficult to win Campaign is bad,1290.8,0,1
♥♥♥♥.,29.6,1,0
.,2.2,1,1
very goooood,49.3,0,1
"if you want to hear russian racists screaming, buy it",27.2,0,1
"The new COD hub that combines all the games is slow, clunky, and frustrating to use. It also has the downside of counting all the games as one, so if you play any of them, it counts as playing MW3 according to Steam statistics. This can be problematic if you want to refund the game. MW3 is a letdown, and it feels like a glorified DLC with some good aspects but a lot that needs work. The series needs a rework to address these issues.",17.0,1,0
DMZ PvE-only mode would be nice.,78.5,0,0
game just keep getting worse . s1 verdansk map was the best,32.9,0,0
dd,103.5,0,1
woah,174.1,0,1
Product received for free W,14.7,0,1
Product received for free it should be a DLC for modern warfare 2,4.5,3,0
its full of sweats and campers not to mention microtransactions,4.3,0,0
TLDR MW2 with some extras. Mostly extra crashes. So this game is great to play when you can play it. However the game crashes trying to load up 9/10 times. Crashes after games constantly. I'm running $7k rig that handles every other game in 4k Ultra. Updated drivers ect... Nothing fixes it.,239.4,0,0
"Almost every day and random I was logged out with my profile during the game without any internet connection problems on my side. Very bad during MP but much more dramatic during a MWZ game. So often I lost all my rare loot what costs so many hours to get it. So frustrating and it make no sense to play the game. This issue happens for so many players and Activision and steam do not want to fix it, this issue isnt even accept as problem by these companies. Nice service. :-/",124.2,0,0
Product received for free This game feels like a reboot but it may not be positive for others that miss wz1. I haven't played a lot of wz1 and never played mw2019. I have played older titles like bo1 bo2 and mw2 (2009). I mostly enjoy DMZ and play mwII for weapon levels and battlepass tokens. Hit me up if you wanna play with me!,581.5,0,1
Product received for free good,13.7,0,1
"MW3 Review, Zombies are fun, Multi are sweats",203.7,1,1
Product received for free Jus better,10.1,0,1
"Its actually very gud and quite refreshing!, but the ladies wont like it, not even with the added skin shop! Trump tears!",23.1,0,1
No I hate my life. ♥♥♥♥ campers.,119.5,0,0
"So, in the free version it's this mode called DMZ. You get in, do missions, gather ♥♥♥♥, fight bots and exfil. Easy right? Well no. You WILL find other players that will kill you on sight. You WILL lose ALL your gear, cash and items you gathered if killed. Of course, if you are a tryhard or someone that plays this game or kinda games non stop for hours a day it's no problem. But if you are a casual player then it will kill your interest on this game asap. If you get it thinking you will have the classic multiplayer mode, think again. It's on the paid version. So, do not get this one if you are casual, get another one. Or buy the third one to play the zombies. It's a mix of DMZ and Shatterline. It's pve (zombies), missions (like DMZ) and the players there can't kill you. Or get it for the classic multiplayer mode. Just don't get this crap. It's on ""Mostly Negative"" for some good reasons beside the launcher.",16.1,1,0
Product received for free Very Good,2.6,0,1
♥♥♥♥ in box,2.7,0,0
Fun game,6.0,0,1
"I like the game since cold war was the last cod i played so its nice to come back but seeing the changes in mw3 it feels weird and isn't as exciting as before where u would grind the game to level guns up and get skins but now you have to do daily challenges just to unlock guns or grenades, and the campaign is quite short and boring so i would hope that when the next cod comes out they will fix that",51.8,0,0
this baddest game on the planet,24.0,0,0
"Heard mwiii campaign is ♥♥♥♥, so here goes my revi- [REVIEW.EXE HAS CRASHED, PLEASE TRY AGAIN]",134.3,0,0
i like it so you can go from 3 to 2,1014.8,0,1
Kunigo fanu susirinkimas karoce zaiskit drasiai ;)))))))))))))),2.5,0,1
SBMM,327.6,1,0
Imagine getting a good meta for everything then you just killed by a shotgun with dragon's breathe,320.5,0,0
"Before I played cod wz i had a small wee wee, no friends, no girlfriend and absolutely no will to live. None of these things have changed, but the game is pretty good.",60.2,0,1
Heat despite the negative reviews,101.1,0,1
"love the gam,e",320.5,0,1
